CODE,Country/Aggregate,Unit of the series,Title,Unit indication,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
SWE.1.0.0.0.UCPH,Sweden,Billions,Private final consumption expenditure at current prices,Mrd SEK,820.111,858.676,893.703,918.231,957.611,993.734,1049.034,1114.962,1147.283,1194.174,1241.623,1286.19,1336.449,1388.676,1462.213,1511.303,1550.387,1634.64,1692.895,1715.028,1759.307,1816.179,1889.101,1949.753,2027.009                                                                                                                           
GBR.1.0.0.0.UCPH,United Kingdom,Billions,Private final consumption expenditure at current prices,Mrd GBP,493.11,517.51,544.028,583.595,622.894,655.999,691.071,728.049,757.499,791.259,828.629,868.007,912.746,953.679,997.279,1031.499,1009.98,1034.557,1066.404,1105.928,1152.357,1198.609,1235.481,1292.59,1343.546                                                                                                                              
USA.1.0.0.0.UCPH,United States,Billions,Private final consumption expenditure at current prices,Mrd USD,4471,4741,4984.2,5268.1,5560.7,5903,6307,6792.4,7103.1,7384.1,7765.5,8260,8794.1,9304,9750.5,10013.6,9847,10202.2,10689.3,11050.6,11361.2,11863.7,12332.3,12820.7,13395.5                                                                                                                                                                   
JPN.1.0.0.0.UCPH,Japan,Billions,Private final consumption expenditure at current prices,Mrd JPY,261102.4142,268441.6,274165,280007.7,285192,283489.6,284793.6,286588.7,288932.6,288263.7,287150.1,289275.2,291543.2,294443.8,296034.5,294952.5,286312.7,288956.4,286254.9,290241.7,296672.6,300083.2,301210.6,299858.5,303318.3                                                                                                                     
EU28.1.1.0.0.UCPH,European Union (28 countries),Billions,Private final consumption expenditure at current prices,Mrd ECU/EUR  Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR),NA,NA,4005.822932,4225.743069,4492.930957,4720.090211,4949.452225,5235.994322,5475.755407,5670.49593,5888.024451,6142.428959,6411.133564,6705.742837,7018.227117,7273.019684,7160.023364,7341.859274,7538.796384,7646.120674,7737.074997,7889.427608,8081.55187,8320.483945,8620.366354              
EU27.1.1.0.0.UCPH,European Union (27 countries),Billions,Private final consumption expenditure at current prices,Mrd ECU/EUR  Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR),NA,NA,3375.683864,3549.902003,3771.563517,3959.960682,4147.692595,4392.392089,4599.860865,4752.534069,4923.727899,5131.288362,5345.750184,5592.87809,5854.73402,6070.172823,5982.714005,6135.862493,6295.675134,6357.26728,6391.844794,6489.944014,6638.42444,6806.216107,7046.157751                
EA17.1.1.0.0.UCPH,Euro area (17 countries),Billions,Private final consumption expenditure at current prices,Mrd ECU/EUR  Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR),2921.926375,3063.526997,3208.90387,3337.491393,3457.530721,3606.332168,3759.359504,3964.622815,4138.005632,4255.053991,4397.116892,4560.954667,4739.521074,4943.109637,5146.06848,5301.860755,5211.48564,5337.84676,5457.27481,5491.25043,5512.12036,5585.64074,5704.63385,5835.51455,6016.48991          
EA18.1.1.0.0.UCPH,Euro area (18 countries),Billions,Private final consumption expenditure at current prices,Mrd ECU/EUR  Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR),2922.890887,3065.082463,3211.163811,3340.265771,3460.708526,3609.712103,3762.984248,3968.433878,4142.152287,4259.851021,4402.713698,4567.691251,4747.752445,4953.984448,5159.496178,5315.887426,5222.804305,5349.193663,5469.675194,5504.472884,5526.055844,5600.004546,5719.205343,5850.72451,6032.953567
EA19.1.1.0.0.UCPH,Euro area (19 countries),Billions,Private final consumption expenditure at current prices,Mrd ECU/EUR  Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR),2926.591598,3069.464101,3216.806186,3346.835974,3468.007011,3617.679094,3771.254154,3977.139883,4151.423305,4269.646066,4413.445716,4579.573253,4761.33004,4969.490511,5177.95578,5337.148895,5241.139687,5367.139203,5489.219044,5525.242955,5547.937505,5622.781302,5742.678914,5875.587764,6059.753847 
BEL.1.1.0.0.UCPH,Belgium,Billions,Private final consumption expenditure at current prices,Mrd EURO-BEF,104.9828094,109.9262686,113.384,116.6069,120.4912,125.2568,128.1484,136.1028,140.2909,142.7983,145.8004,151.649,157.6612,164.9487,172.8661,181.3923,181.5457,189.6929,196.0692,201.1822,204.3848,206.889,209.8881,216.5743,224.05                                                                                                                                                                                 
BGR.1.1.0.0.UCPH,Bulgaria,Billions,Private final consumption expenditure at current prices,Mrd BGN,0.2243293929,0.3974018786,0.58756,1.32986,12.55458,15.40412,16.30925,18.46657,20.99998,22.9762,24.61104,27.83838,31.9646,35.45484,43.48423,47.75643,45.95336,47.70778,50.3172,53.67105,51.01116,52.39141,55.38602,57.31127,60.72488                                                                                                                                                                                   
CZE.1.1.0.0.UCPH,Czech Republic,Billions,Private final consumption expenditure at current prices,Mrd CZK,605.841,680.451,777.396,902.114,1008.68,1086.715,1143.96,1203.249,1281.053,1337.2,1402.41,1496.194,1562.174,1650.036,1768.778,1906.198,1910.698,1939.906,1978.727,1997.735,2025.032,2073.661,2152.177,2242.673,2393.989                                                                                                                                                                                         
DNK.1.1.0.0.UCPH,Denmark,Billions,Private final consumption expenditure at current prices,Mrd DKK,462.317,505.961,523.965,545.833,572.395,594.675,605.199,624.499,640.633,661.924,678.795,718.749,757.948,797.472,825.725,853.746,834.887,862.222,884.899,910.399,920.344,934.336,955.328,979.853,1008.447                                                                                                                                                                                                               
DEU.1.1.0.0.UCPH,Germany,Billions,Private final consumption expenditure at current prices,Mrd EURO-DEM,1000.413,1041.546,1075.612,1098.762,1121.235,1141.19,1174.825,1209.427,1250.347,1256.553,1280.872,1303.05,1328.551,1362.837,1384.9,1416.734,1413.041,1446.274,1495.533,1538.029,1563.5,1593.186,1630.469,1674.394,1732.754                                                                                                                                                                                        
EST.1.1.0.0.UCPH,Estonia,Billions,Private final consumption expenditure at current prices,Mrd EURO-EEK,0.8170981774,1.129253383,1.47956,2.08656,2.57616,2.90417,3.04578,3.37608,3.82157,4.33925,4.83366,5.42031,6.18242,7.38693,8.67012,8.93056,7.55125,7.6888,8.42732,9.13984,9.73776,10.11867,10.56588,11.13321,11.79463                                                                                                                                                                                               
IRL.1.1.0.0.UCPH,Ireland,Billions,Private final consumption expenditure at current prices,Mrd EURO-IEP,25.35823831,27.17854075,28.89136,31.97,34.97223,39.17217,44.13871,51.13149,55.83318,60.87849,65.10417,68.6779,74.67471,81.67316,89.72215,91.38963,81.19057,79.78812,79.25102,79.57819,80.79797,83.4325,87.32641,90.8469,93.75085                                                                                                                                                                                  
GRC.1.1.0.0.UCPH,Greece,Billions,Private final consumption expenditure at current prices,Mrd EURO-GRD,49.7991839,56.37565495,63.27676,70.02435,76.52007,83.92854,89.28479,94.48486,100.68562,108.1232,115.87146,124.01691,131.81252,139.85588,150.86161,163.03898,161.83813,156.80319,144.67791,133.66765,127.85327,125.44057,122.96907,121.73652,123.29634                                                                                                                                                              
ESP.1.1.0.0.UCPH,Spain,Billions,Private final consumption expenditure at current prices,Mrd EURO-ESP,247.7013524,262.5533975,279.946,295.071,312.004,331.147,354.683,385.79,414.178,438.364,463.042,499.125,536.684,577.213,615.84,633.54,605.346,618.755,618.865,611.349,598.482,608.68,626.335,644.719,671.738                                                                                                                                                                                                         
FRA.1.1.0.0.UCPH,France,Billions,Private final consumption expenditure at current prices,Mrd EURO-FRF,632.363,648.95,666.523,690.325,699.834,729.457,751.118,796.327,832.486,857.001,884.545,921.073,960.562,1002.371,1050.592,1085.168,1072.341,1104.506,1131.742,1142.97,1156.741,1167.531,1188.17,1211.784,1239.194                                                                                                                                                                                                   
HRV.1.1.0.0.UCPH,Croatia,Billions,Private final consumption expenditure at current prices,Mrd HRK,NA,NA,77.87292,82.2562,96.30618,101.13256,101.91376,110.95806,120.88756,133.54883,141.92613,150.70691,161.81576,172.73975,188.96313,202.15036,193.28754,193.36373,198.61225,198.80411,198.93047,194.78844,195.99891,200.40525,209.61825                                                                                                                                                                                
ITA.1.1.0.0.UCPH,Italy,Billions,Private final consumption expenditure at current prices,Mrd EURO-ITL,505.9470179,539.8531862,581.3991,611.2474,645.2443,679.1674,709.5001,750.4852,774.9382,797.7586,827.5174,855.8455,885.372,921.5089,953.4154,972.3907,953.7399,978.9319,1007.196,993.725,980.8799,985.9953,1006.4919,1022.4105,1048.3928                                                                                                                                                                             
CYP.1.1.0.0.UCPH,Cyprus,Billions,Private final consumption expenditure at current prices,Mrd EURO-CYP,3.600338863,3.929232973,4.7497,5.02896,5.23463,5.65057,5.97074,6.55869,7.03286,7.3353,7.82188,8.51843,9.12624,9.82907,11.1954,12.68977,11.89544,12.54338,12.83564,12.97398,12.20875,12.23495,12.32736,12.5734,13.1959                                                                                                                                                                                              
LVA.1.1.0.0.UCPH,Latvia,Billions,Private final consumption expenditure at current prices,Mrd EURO-LVL,1.261471545,1.952987178,2.65132,3.17751,3.59926,3.81551,4.07213,4.28415,4.60583,5.1604,5.86078,6.92671,8.36132,10.98548,13.52058,14.12147,11.41292,11.44242,12.50477,13.33118,14.03943,14.46868,14.6786,15.31953,16.57664                                                                                                                                                                                          
LTU.1.1.0.0.UCPH,Lithuania,Billions,Private final consumption expenditure at current prices,Mrd EURO-LTL,2.462084644,3.338314469,4.96159,6.23286,7.19232,7.96731,8.25995,8.69189,9.26903,9.80242,10.73998,11.88908,13.58308,15.50984,18.46061,21.26083,18.33539,17.94554,19.54385,20.77008,21.88171,22.77682,23.47364,24.86334,26.80039                                                                                                                                                                                  
LUX.1.1.0.0.UCPH,Luxembourg,Billions,Private final consumption expenditure at current prices,Mrd EURO-LUF,6.086092468,6.498022814,6.75163,6.97596,7.2581,7.52516,8.15123,8.74178,9.24068,9.78491,10.23414,10.56124,10.90163,11.48138,12.00979,12.54858,12.6301,12.93501,13.52485,14.20072,14.72673,15.13895,15.65554,16.03673,16.72525                                                                                                                                                                                   
HUN.1.1.0.0.UCPH,Hungary,Billions,Private final consumption expenditure at current prices,Mrd HUF,2205.213642,2637.985625,3150.21,3779.453,4547.813,5419.385,6318.257,7251.166,8309.388,9512.651,10767.666,11590.087,12354.19,12954.361,13962.834,14578.439,14171.708,14300.344,14941.005,15501.794,15821.887,16406.206,16961.286,17669.635,18926.99                                                                                                                                                                     
MLT.1.1.0.0.UCPH,Malta,Billions,Private final consumption expenditure at current prices,Mrd EURO-MTL,1.471565617,1.594191717,1.83567,2.00236,2.10945,2.23376,2.39267,2.6007,2.73412,2.75616,2.91392,3.06306,3.24378,3.41912,3.48499,3.60547,3.74229,3.8149,4.01078,4.09526,4.2226,4.33917,4.63879,4.79634,5.03086                                                                                                                                                                                                        
NLD.1.1.0.0.UCPH,Netherlands,Billions,Private final consumption expenditure at current prices,Mrd EURO-NLG,147.979497,154.7220917,162.211,172.382,183.736,197.542,213.006,227.496,239.644,250.713,256.214,261.633,268.879,275.889,286.818,295.433,285.532,290.509,296.819,297.167,300.441,304.244,310.816,316.041,326.885                                                                                                                                                                                                
AUT.1.1.0.0.UCPH,Austria,Billions,Private final consumption expenditure at current prices,Mrd EURO-ATS,90.17865756,94.11294405,97.02618,101.32485,103.34952,106.62421,109.32887,115.06278,119.32867,121.39383,125.39905,130.53351,136.71708,142.52345,147.71324,152.24292,154.05045,158.31036,165.54587,170.35132,173.81948,177.90227,181.32488,186.22505,192.69737                                                                                                                                                      
POL.1.1.0.0.UCPH,Poland,Billions,Private final consumption expenditure at current prices,Mrd PLN,107.9064365,154.6114655,204.064,263.384,323.342,374.61,420.311,475.303,502.298,537.702,549.185,598.775,622.544,662.11,715.126,794.551,844.951,889.8,963.051,1002.423,1009.715,1032.633,1051.486,1088.373,1160.562                                                                                                                                                                                                       
PRT.1.1.0.0.UCPH,Portugal,Billions,Private final consumption expenditure at current prices,Mrd EURO-PTE,50.04925956,53.88237677,57.54602,61.27847,65.24794,70.05537,75.57283,81.26127,85.14075,89.26765,92.23803,96.80268,102.10555,107.3033,113.71273,118.49015,113.50903,118.32906,115.96107,111.61015,111.14369,114.05983,117.72686,121.33468,125.63354                                                                                                                                                               
ROM.1.1.0.0.UCPH,Romania,Billions,Private final consumption expenditure at current prices,Mrd RON,1.37691527,3.409294603,5.2633,8.3339,18.5387,28.6449,39.7595,55.5058,81.6791,104.3005,130.826,170.7842,200.9444,237.5451,289.0977,342.7043,326.5041,333.8088,352.0357,375.9762,388.7219,412.006,440.4688,477.9457,537.0448                                                                                                                                                                                             
SVN.1.1.0.0.UCPH,Slovenia,Billions,Private final consumption expenditure at current prices,Mrd EURO-SIT,3.692165488,4.620062663,6.22465,7.11787,7.95012,8.74968,9.91166,10.70658,11.79116,12.98954,14.13985,14.99163,15.6589,16.22901,17.97318,19.43333,19.77937,20.31646,20.66776,20.50953,20.09023,20.46578,20.7717,21.58103,22.84391                                                                                                                                                                                  
SVK.1.1.0.0.UCPH,Slovakia,Billions,Private final consumption expenditure at current prices,Mrd EURO-SKK,7.632731064,8.7437292,10.06622,11.46963,12.90641,14.4965,15.92128,17.57602,19.48997,21.21385,23.28247,26.21059,28.50227,31.68112,34.94498,38.7154,38.54141,39.09568,40.37739,41.59359,41.81418,42.34775,43.24136,44.26089,46.49046                                                                                                                                                                               
FIN.1.1.0.0.UCPH,Finland,Billions,Private final consumption expenditure at current prices,Mrd EURO-FIM,46.163,47.678,50.208,52.59,55.459,59.088,61.964,65.139,68.771,71.741,75.526,78.511,81.876,86.33,91.052,96.1,95.212,99.553,105.771,109.108,111.277,113.635,115.916,119.067,122.017                                                                                                                                                                                                                                 
SWE.1.1.0.0.UCPH,Sweden,Billions,Private final consumption expenditure at current prices,Mrd SEK,820.111,858.676,893.703,918.231,957.611,993.734,1049.034,1114.962,1147.283,1194.174,1241.623,1286.19,1336.449,1388.676,1462.213,1511.303,1550.387,1634.64,1692.895,1715.028,1759.307,1816.179,1889.101,1949.753,2027.009                                                                                                                                                                                                
GBR.1.1.0.0.UCPH,United Kingdom,Billions,Private final consumption expenditure at current prices,Mrd GBP,493.11,517.51,544.028,583.595,622.894,655.999,691.071,728.049,757.499,791.259,828.629,868.007,912.746,953.679,997.279,1031.499,1009.98,1034.557,1066.404,1105.928,1152.357,1198.609,1235.481,1292.59,1343.546                                                                                                                                                                                                   
USA.1.1.0.0.UCPH,United States,Billions,Private final consumption expenditure at current prices,Mrd USD,4471,4741,4984.2,5268.1,5560.7,5903,6307,6792.4,7103.1,7384.1,7765.5,8260,8794.1,9304,9750.5,10013.6,9847,10202.2,10689.3,11050.6,11361.2,11863.7,12332.3,12820.7,13395.5                                                                                                                                                                                                                                        
JPN.1.1.0.0.UCPH,Japan,Billions,Private final consumption expenditure at current prices,Mrd JPY,261102.4142,268441.6,274165,280007.7,285192,283489.6,284793.6,286588.7,288932.6,288263.7,287150.1,289275.2,291543.2,294443.8,296034.5,294952.5,286312.7,288956.4,286254.9,290241.7,296672.6,300083.2,301210.6,299858.5,303318.3                                                                                                                                                                                          
EU28.1.0.0.0.UCTG,European Union (28 countries),Billions,Final consumption expenditure of general government at current prices,Mrd ECU/EUR  Standard aggregation,NA,NA,1447.436772,1523.02092,1578.357449,1629.822396,1722.004169,1834.747891,1928.817098,2044.189787,2117.836005,2216.698481,2325.074932,2443.580567,2548.866431,2633.921194,2679.254264,2754.885554,2773.869385,2826.45945,2848.694041,2921.153571,3025.515861,3038.542156,3087.872909          
EU27.1.0.0.0.UCTG,European Union (27 countries),Billions,Final consumption expenditure of general government at current prices,Mrd ECU/EUR  Standard aggregation,NA,NA,1275.503989,1340.94871,1360.828733,1397.832283,1466.994315,1540.474588,1617.451781,1708.00268,1782.392022,1845.656299,1931.775059,2024.806513,2115.351812,2236.808137,2307.585958,2361.719625,2384.044443,2400.956286,2440.587058,2478.166347,2528.119337,2589.510306,2662.821122          
EA17.1.0.0.0.UCTG,Euro area (17 countries),Billions,Final consumption expenditure of general government at current prices,Mrd ECU/EUR  Standard aggregation,1065.540036,1096.421382,1140.283602,1193.72298,1206.759779,1235.314579,1293.770099,1351.570566,1419.192,1494.842692,1560.35095,1616.228445,1682.892837,1756.016454,1825.211013,1917.328106,2004.18199,2034.66832,2048.7246,2056.97198,2088.79749,2122.24258,2161.67762,2212.38419,2264.62219          
EA18.1.0.0.0.UCTG,Euro area (18 countries),Billions,Final consumption expenditure of general government at current prices,Mrd ECU/EUR  Standard aggregation,1065.935076,1097.079424,1141.25662,1194.75326,1207.966108,1236.771995,1295.354194,1353.354637,1421.107439,1496.927355,1562.553688,1618.542385,1685.342424,1758.987196,1829.210935,1922.159288,2007.746766,2037.935398,2052.404256,2060.801275,2092.826996,2126.37818,2166.03601,2216.88661,2269.49326 
EA19.1.0.0.0.UCTG,Euro area (19 countries),Billions,Final consumption expenditure of general government at current prices,Mrd ECU/EUR  Standard aggregation,1066.341246,1097.884572,1142.485712,1196.343054,1210.121875,1239.367133,1297.79002,1356.153306,1424.000386,1500.047281,1565.812846,1622.037812,1689.228834,1763.592696,1834.277765,1928.260088,2013.466596,2043.498778,2058.141576,2066.631955,2098.663966,2132.45151,2172.46478,2223.52348,2276.40131
BEL.1.0.0.0.UCTG,Belgium,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-BEF,40.93415658,42.74963858,44.7171,46.438,47.3535,48.9068,51.3262,53.9023,56.5563,60.2843,63.1738,65.8217,68.8617,71.5137,74.4117,79.8574,83.7818,85.9989,90.1275,94.0106,96.0871,97.3577,98.0876,99.2401,102.4126                                                                                                                              
BGR.1.0.0.0.UCTG,Bulgaria,Billions,Final consumption expenditure of general government at current prices,Mrd BGN,0.05521003061,0.08850649867,0.14403,0.21885,2.1904,3.77967,4.84227,5.5946,6.03144,6.56102,7.38729,7.9913,8.54441,9.72988,10.58896,12.47407,12.22316,12.31993,12.79877,12.97093,13.95747,14.1041,14.2864,14.73801,15.80618                                                                                                                        
CZE.1.0.0.0.UCTG,Czech Republic,Billions,Final consumption expenditure of general government at current prices,Mrd CZK,250.831,293.078,323.019,357.343,398.373,414.47,453.947,472.811,509.183,570.845,625.603,642.571,675.174,711.122,745.834,780.877,825.299,825.313,813.161,804.078,826.004,849.155,883.13,918.678,968.682                                                                                                                                      
DNK.1.0.0.0.UCTG,Denmark,Billions,Final consumption expenditure of general government at current prices,Mrd DKK,234.912,242.403,249.296,262.273,270.936,286.168,302.509,316.784,333.623,350.721,359.734,375.505,388.545,407.166,423.2,452.185,481.081,495.575,490.61,501.635,501.861,510.856,519.166,524.757,536.581                                                                                                                                              
DEU.1.0.0.0.UCTG,Germany,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-DEM,334.147,348.929,363.563,373.802,374.426,379.27,390.626,395.027,404.649,416.006,420.792,418.953,422.996,430.398,439.74,457.566,481.207,493.336,505.691,519.713,542.853,563.935,587.063,615.446,637.896                                                                                                                                        
EST.1.0.0.0.UCTG,Estonia,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-EEK,0.3193016209,0.4956422963,0.71901,0.83357,0.92783,1.0274,1.16052,1.17945,1.27476,1.39482,1.53916,1.67913,1.88728,2.13083,2.59988,3.08042,2.98143,2.96133,3.10068,3.29965,3.56809,3.81539,4.12167,4.37016,4.67022                                                                                                                             
IRL.1.0.0.0.UCTG,Ireland,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-IEP,8.339928701,8.894784441,9.44988,9.98927,11.16917,12.44831,13.84319,15.91578,18.7347,21.46734,23.34404,25.20257,27.28334,30.01709,33.27475,35.28427,34.25259,31.51426,31.32839,30.96386,30.45637,31.34678,32.34725,34.12081,35.52169                                                                                                          
GRC.1.0.0.0.UCTG,Greece,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-GRD,12.14478905,13.26283383,16.55852,18.14251,20.28419,21.91784,24.05531,25.79176,28.48304,31.42911,33.91832,37.10631,39.88878,43.91105,47.74959,50.14315,55.36687,50.18838,45.10366,41.56427,36.92374,36.22988,35.93997,35.23886,35.50789                                                                                                        
ESP.1.0.0.0.UCTG,Spain,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-ESP,73.64064519,75.82990055,81.083,85.609,88.456,93.793,100.08,108.113,115.901,124.561,134.688,147.817,161.09,174.929,191.042,209.539,221.046,221.737,219.709,205.293,201.899,202.048,208.923,210.894,214.835                                                                                                                                      
FRA.1.0.0.0.UCTG,France,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-FRF,267.359,273.567,282.355,293.903,302.522,305.734,317.06,330.107,340.586,360.773,377.392,392.686,407.342,420.624,435.508,449.532,466.306,478.655,488.75,500.279,510.49,518.65,523.4,529.445,540.155                                                                                                                                             
HRV.1.0.0.0.UCTG,Croatia,Billions,Final consumption expenditure of general government at current prices,Mrd HRK,NA,NA,29.21167,28.94367,31.78239,36.72478,39.11107,38.4545,37.26324,39.99395,42.7102,46.18364,49.46873,53.77499,61.03457,64.19676,67.10427,66.64793,67.45234,67.01903,66.89215,68.19851,67.63481,68.20106,71.28699                                                                                                                                
ITA.1.0.0.0.UCTG,Italy,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-ITL,167.695659,171.0526776,172.239,184.834,194.086,200.567,207.155,221.614,239.171,249.773,263.937,277.453,291.616,300.894,304.833,317.133,324.433,327.648,320.918,315.448,315.416,313.311,311.699,316.515,319.521                                                                                                                                 
CYP.1.0.0.0.UCTG,Cyprus,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-CYP,0.8176005123,0.8998785005,0.9533,1.0493,1.2384,1.4554,1.5629,1.5984,1.8194,1.9727,2.3008,2.297,2.4477,2.7038,2.8797,3.2415,3.5066,3.559,3.7618,3.6625,3.2091,2.8373,2.7494,2.7295,2.8534                                                                                                                                                      
LVA.1.0.0.0.UCTG,Latvia,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-LVL,0.446075769,0.6218044227,0.95465,1.02559,1.13183,1.36915,1.41014,1.41963,1.5264,1.72351,2.00795,2.19023,2.42653,2.94299,3.98431,4.83029,3.57956,3.29458,3.69786,3.79914,4.0218,4.1356,4.35839,4.50242,4.87107                                                                                                                                 
LTU.1.0.0.0.UCTG,Lithuania,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-LTL,0.5983869812,1.103420407,1.86244,2.33855,2.83216,3.37047,3.00815,2.99513,3.00144,3.12592,3.25911,3.49549,3.88641,4.6055,5.06683,6.1008,5.71983,5.56338,5.73732,5.83068,5.83697,6.07333,6.42877,6.63687,6.90805                                                                                                                             
LUX.1.0.0.0.UCTG,Luxembourg,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-LUF,2.236029318,2.335614456,2.51199,2.69104,2.84835,2.87491,3.19734,3.42473,3.7629,4.07241,4.39008,4.75326,5.14947,5.36205,5.65766,5.99914,6.45783,6.84441,7.20469,7.67898,8.04289,8.34988,8.64825,8.84907,9.10786                                                                                                                            
HUN.1.0.0.0.UCTG,Hungary,Billions,Final consumption expenditure of general government at current prices,Mrd HUF,1021.127779,1154.037484,1332.581,1537.535,1872.72,2178.256,2457.229,2805.751,3229.178,3795.518,4387.44,4634.273,4983.646,5338.465,5330.894,5802.039,5821.954,5854.859,5846.574,5755.944,5948.972,6504.535,6827.684,7174.769,7662.559                                                                                                              
MLT.1.0.0.0.UCTG,Malta,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-MTL,0.4390567433,0.487086566,0.54681,0.6113,0.62347,0.65911,0.67841,0.73344,0.80949,0.84903,0.89624,0.92694,0.93235,1.00269,1.03267,1.20935,1.21394,1.28644,1.34495,1.44872,1.47892,1.60447,1.68887,1.67105,1.68554                                                                                                                                
NLD.1.0.0.0.UCTG,Netherlands,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-NLG,67.53817194,70.41352121,73.904,73.662,77.467,82.122,86.383,92.91,101.16,110.867,117.438,119.129,122.735,135.551,143.861,152.051,162.444,167.744,167.706,169.945,170.326,172.465,172.354,174.842,178.697                                                                                                                                  
AUT.1.0.0.0.UCTG,Austria,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-ATS,31.0597679,32.85215057,34.59705,35.71548,36.99135,38.39176,40.45143,41.05456,41.84721,42.71396,44.00666,45.78288,49.15405,51.57841,53.23108,56.61418,59.57964,60.63676,61.70496,63.2867,64.50977,65.97239,68.43351,70.64225,72.11609                                                                                                         
POL.1.0.0.0.UCTG,Poland,Billions,Final consumption expenditure of general government at current prices,Mrd PLN,38.22870236,47.59116483,65.059,79.788,94.369,107.306,120.398,135.031,145.529,151.02,159.898,170.562,181.226,197.676,215.067,239.249,256.711,276.336,282.834,292.145,300.409,312.09,323.895,332.007,350.3                                                                                                                                           
PRT.1.0.0.0.UCTG,Portugal,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-PTE,13.47019575,14.38967392,15.63827,16.78182,18.15853,20.0163,21.7352,24.43738,26.33739,28.07557,29.51854,31.30287,33.45681,34.01692,34.68082,35.60286,37.60363,37.27002,34.98337,31.17679,32.50064,32.20579,32.5837,33.36315,33.93436                                                                                                         
ROM.1.0.0.0.UCTG,Romania,Billions,Final consumption expenditure of general government at current prices,Mrd RON,0.2431119287,0.6735231963,0.9709,1.3467,3.3691,4.6102,9.4215,13.953,18.8524,22.6048,37.5351,39.79,49.5747,56.368,66.2121,86.4411,92.3136,85.1907,84.0745,89.1807,90.7287,94.1061,97.255,108.5285,130.0319                                                                                                                                         
SVN.1.0.0.0.UCTG,Slovenia,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-SIT,1.225926322,1.516326547,1.89478,2.16448,2.45254,2.71934,3.07843,3.49773,3.99798,4.41141,4.82715,5.16491,5.45956,5.81876,6.07887,6.84095,7.25453,7.35327,7.53737,7.29632,7.07314,6.9993,7.20683,7.57804,7.90776                                                                                                                              
SVK.1.0.0.0.UCTG,Slovakia,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-SKK,3.373495857,3.473778296,4.00005,4.9345,5.01676,5.63789,5.51666,6.11599,6.81578,7.30807,8.23174,8.52969,9.24632,10.59883,10.85498,12.08607,12.90713,13.23555,13.26223,13.22359,13.65273,14.4037,15.29057,15.7342,16.27878                                                                                                                    
FIN.1.0.0.0.UCTG,Finland,Billions,Final consumption expenditure of general government at current prices,Mrd EURO-FIM,20.009,20.363,21.62,22.666,23.66,24.836,25.766,26.987,28.88,30.692,32.081,33.704,35.34,36.944,38.935,41.987,43.84,44.7,46.491,48.682,50.311,50.711,51.141,51.705,51.522                                                                                                                                                                      
SWE.1.0.0.0.UCTG,Sweden,Billions,Final consumption expenditure of general government at current prices,Mrd SEK,449.234,461.681,480.691,500.199,513.097,540.897,569.072,584.074,612.639,654.658,688.424,701.02,722.642,761.555,793.459,833.365,860.568,886.372,920.818,954.911,992.631,1031.509,1086.63,1151.745,1197.888                                                                                                                                          
GBR.1.0.0.0.UCTG,United Kingdom,Billions,Final consumption expenditure of general government at current prices,Mrd GBP,132.302,137.497,142.496,148.17,150.596,156.926,167.984,179.353,193.63,211.405,232.125,251.811,268.937,285.491,296.67,316.215,331.134,337.275,338.323,345.028,346.587,357.101,361.028,367.974,372.632                                                                                                                                       
USA.1.0.0.0.UCTG,United States,Billions,Final consumption expenditure of general government at current prices,Mrd USD,1074.2,1109.6,1144.5,1176.5,1224.6,1272.1,1357.6,1444.2,1545.1,1651.4,1755.6,1868.9,1980,2089.8,2209.7,2368.6,2442.1,2522.2,2530.9,2544.2,2523.7,2562.7,2610.8,2658.1,2732.2                                                                                                                                                                
JPN.1.0.0.0.UCTG,Japan,Billions,Final consumption expenditure of general government at current prices,Mrd JPY,72615.14792,75374,78735.6,81228,83323.8,84271,85856.4,88760.7,91707.3,93533.5,93768.7,94310,94958.3,94590.2,95414.7,95600.5,96111.8,97527,99204.5,100240.9,101469.2,103561.6,105297,106473.9,107259.9                                                                                                                                               
